type,type_title,type_flags,type_pro_training,name,distance,city,country,phone,state,street,zip,country_flag,email,logo_url,more_url,longitude,latitude,web_url,images
DC,,mares_lab,0,HOLLYWOOD DIVERS,0,LOS ANGELES,US,323-969-9875 ,CA,3575 CAHUENGA BLVD # 104,90068,,info@hollywooddivers.com,,,-118.358432,34.133628,http://www.hollywooddivers.com,[]
DC,,mares_lab,0,SEA STALLION SCUBA OUTFITTERS,0,LAKE FOREST,US,949-699-3600 ,CA,"21098 BAKE PKWY, STE 108",92630,,info@seastallion.com,,,-117.701294,33.656118,https://www.seastallion.com/,[]
DC,,mares_lab,0,"SONOMA COAST DIVERS, LLC",0,ROHNERT PARK,US,707-586-0272 ,CA,5702 COMMERCE BLVD.,94928,,info@sonomacoastdivers.com,,,-122.712242,38.355868,https://www.sonomacoastdivers.com/,[]
DC,,mares_lab,0,DIVERS DIRECT,0,DANIA BEACH,US,954-925-7630 ,FL,180 GULFSTREAM WAY,33004,,socialflt@diversdirect.com,,,-80.131449,26.0558,http://www.diversdirect.com/,[]
DC,,mares_lab,0,DIVERS DIRECT,0,KEY WEST,US,305-293-5122 ,FL,535 GREENE STREET,33040,,socialkyt@diversdirect.com,,,-81.804193,24.559935,http://www.diversdirect.com/,[]
DC,,mares_lab,0,DIVERS DIRECT,0,KEY LARGO,US,305-451-0118 ,FL,99621 OVERSEAS HWY,33037,,socialkl2@diversdirect.com,,,-80.440478,25.094705,http://www.diversdirect.com/,[]
DC,,mares_lab,0,FORCE E,0,BOCA RATON,US,(561) 368-0555 ,FL,2621 N. Federal Highway,33431,,boca@force-e.com,,,-80.076854,26.374622,http://www.force-e.com,[]
DC,,mares_lab scubadiving,0,Looe Key Dive Center,0,Ramrod Key,US,(305) 872-2215 ,FL,27340 Overseas Hwy,33042,,info@looekeyreefresort.com,,,-81.406886,24.661788,http://www.looekeydivecenter.com/,[]
DC,,mares_lab,0,DIVE RIGHT IN SCUBA,0,ORLAND PARK,US,(708) 226-1614 ,IL,16336 SOUTH 104TH AVE.,60462,,info@diverightinscuba.com,,,-87.87195,41.59322,https://www.diverightinscuba.com/,[]
DC,,mares_lab,0,SEAWEED DIVER,0,NEW ALBANY,US,812-949-8060 ,IN,1121 STATE STREET,47150,,seaweeddiver@gmail.com,,,-85.829036,38.294004,http://www.seaweeddiver.com/,[]
DC,,mares_lab,0,Diventures - Battle Creek,0,BATTLE CREEK,US,269-968-8551 ,MI,347 N HELMER ROAD,49015,,info@sassdive.com,,,-85.239106,42.320839,https://www.diventures.com/,[]
DC,,mares_lab,0,DIVENTURES,0,OMAHA,US,402-933-6251 ,NE,347 Helmer Rd N,68144,,info@diventures.net,,,-96.106415,41.237806,,[]
DC,,mares_lab,0,ADVENTURE SCUBA CENTER,0,RENO,US,775-826-5333 ,NV,335 EDISON WAY,89502,,brennan@renoscuba.com,,,-119.755905,39.508876,https://renoscuba.com/,[]
DC,,mares_lab,0,REC TEK DIVING REPAIR,0,LAS VEGAS,US,702-860-6956 ,NV,6152 MOONLIGHT D,89130,,tim@rectekdivingrepair.com,,,-115.248079,36.272298,http://rectekdivingrepair.com/,[]
DC,,mares_lab,0,SIERRA DIVERS,0,RENO,US,775-825-2147 ,NV,104 E GROVE STREET,89502,,info@sierradive.com,,,-119.793503,39.500561,http://www.sierradive.com,[]
DC,,mares_lab,0,TAHOE DIVE CENTER,0,ZEPHYR COVE,US,(775) 884-3483 ,NV,100 McFaul Way Suite F,89448,,info@tahoedivecenter.com,,,-119.942657,38.984944,https://www.tahoedivecenter.com,[]
DC,,mares_lab,0,Scuba.com,0,NEW YORK,US,212-347-2822 ,NY,50 West 17th Street (Between 5th & 6th),10011,,info@scuba.com,,,-73.994746,40.73875,https://www.scuba.com/,[]
DC,,mares_lab scubadiving,0,ACCESS SCUBA,0,Saint George,US,435-628-3483 ,UT,"446 N Park Street, STE F",84770,,Access@StGeorgeScuba.com,,,-113.555659,37.115421,https://stgeorgescuba.com/,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,ALBERTA ADVENTURE DIVERS,0,WAINWRIGHT,CA,(780) 842-2882 ,AB,1219 3RD AVE,0,,diver@albertadivers.ca,,,-110.854775,52.832194,http://www.albertadivers.ca,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,OCEAN SPORTS,0,EDMONTON,CA,780-432-1928 ,AB,9833 63 AVE NW,0,,edmonton@oceansport.ca,,,-113.484729,53.499504,http://www.oceansports.ca,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,THE DIVE SHOP,0,Calgary,CA,403-243-4616 ,AB,4652 Macleod Trail S. West,0,,scuba@diveshopscuba.com,,,-114.071456,50.970189,http://www.thediveshop.com,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,DIVE & SEA SPORTS LTD,0,NEW WESTMINISTER,CA,604-524-1188 ,BC,#2-825 MCBRIDE BLVD,0,,mail@diveandsena.com,,,-122.9131,49.223218,http://www.diveandsea.com,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,DIVING DYNAMICS,0,KELOWNA,CA,250-861-1848 ,BC,#6 - 2070 HARVEY AVENUE,0,,divingdynamics@silk.net,,,-119.446695,49.88206,http://www.divingdynamics.com,[]
DC,,scubadiving freediving spearfishing snorkeling,0,INNERSPACE WATERSPORTS INC,0,VERNON,CA,250-549-2040 ,BC,3103 32ST,0,,innerspacekelowna@gmail.com,,,-119.273481,50.264676,http://www.innerspacewatersportr.com,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,ROWANDS REEF SCUBA SHOP,0,VANCOUVER,CA,604-669-3483 ,BC,1731 West 4th Ave,0,,bcdiver@rowandsreef.com,,,-123.144083,49.268124,http://www.rowandsreef.com,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,LA SCUBATHEQUE,0,QUEBEC CITY,CA,418-687-3302 ,CA,8155 BOUL. WILFRID HAMEL,0,,info@scubatheque.com,,,-71.399723,46.764187,http://www.scubatheque.com,[]
DC,,scubadiving freediving spearfishing snorkeling,0,THE DIVING LOCKER,0,VANCOUVER,CA,604-736-2681 ,CA,2745 WEST 4TH AVENUE,0,,vancouver@divinglocker.ca,,,-123.167276,49.268513,https://www.divinglocker.ca/,[]
DC,,scubadiving xr freediving spearfishing snorkeling,0,UNDERWORLD SCUBA,0,WINNIPEG,CA,204-837-9047 ,MB,1841 1/2 PORTAGE AVE.,0,,underworld@mts.com,,,-97.2158,49.878906,http://wwwunderworldscuba.com,[]
DC,,mares_lab scubadiving,0,OCEAN QUEST,0,CBS,CA,(709) 834-7234 ,NF,17 STANLEY'S ROAD,0,,sales@oceanquestadventures.com,,,-52.972733,47.517689,http://www.oceanquestadventures.com/,[]
DC,,scubadiving freediving spearfishing snorkeling,0,OCEAN QUEST ADVENTURE RESORT,0,C.B.S.,CA,709-834-7234 ,NF,17 STANLEY'S ROAD,0,,sales@oceanquestadventures.com,,,-52.970729,47.51833,http://www.oceanquestadventures.com/,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,TORPEDO RAY'S,0,DARTMOUTH,CA,902-481-0444 ,NS,625 WINDMILL ROAD,0,,trays@torpedorays.com,,,-63.599521,44.690018,http://www.torpedorays.com,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,ADVENTURE DIVERS,0,Omemee,CA,705-740-9990 ,ON,7716 Highway 7,0,,info@adventuredivers.ca,,,-78.428954,44.296408,http://www.adventuredivers.ca/,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,AQUA SUB SCUBA DIVING CENTER,0,RICHMOND HILL,CA,905-883-3483 ,ON,1241 Elgin Mills Rd E Unit 2,0,,aquasub@bellnet.ca,,,-79.403801,43.896609,http://www.aquasubscuba.com/,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,AQUARIUS SCUBA DIVING CENTER,0,TORONTO,CA,416-604-4203 ,ON,4020 DUNDAS STREET WEST,0,,diving@aquariusscuba.com,,,-79.50271,43.664576,http://www.aquariusscuba.com,[]
DC,,scubadiving freediving spearfishing snorkeling,0,AQUA-SYSTEMS LTD,0,MISSISSAUGA,CA,905-277-3483 ,ON,1730 DUNDAS STREET EAST,0,,mississaugadiving@gmai.com,,,-79.57608,43.616386,http://www.diveaqua.com,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling horizon,0,Benthic Scuba and Snorkel Centre,0,Tecumseh,CA,519-944-1600 ,ON,340 Croft Drive,0,,dive@benthicscuba.ca,,,-82.836896,42.303252,https://benthicscuba.ca/,[]
DC,,scubadiving freediving spearfishing snorkeling,0,DAN'S DIVE SHOP INC.,0,ST CATHARINES,CA,905-984-2160 ,ON,329 WELLAND AVE,0,,matt@dansdiveshop.ca,,,-79.227325,43.170343,http://www.dansdiveshop.ca,[]
DC,,mares_lab scubadiving xr freediving spearfishing snorkeling horizon,0,GROUNDHOG DIVERS,0,KITCHENER,CA,519-742-5415 ,ON,194 VICTORIA STREET NORTH,0,,info@groundhogdivers.com,,,-80.489706,43.456272,https://groundhogdivers.com/,[]
DC,,mares_lab scubadiving xr freediving spearfishing snorkeling horizon,0,SHARKY'S SCUBA SUPPLY,0,OTTAWA,CA,613-728-0188 ,ON,1226 WELLINGTON ST,0,,sales@sharkys-scuba-supply.com,,,-75.731546,45.399815,https://sharkyscuba.com/,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,SIMCOE DIVING,0,BARRIE,CA,705 733 3483 ,ON,"110 SAUNDERS RD, UNIT 10",0,,simcoediving@hotmail.com,,,-79.680355,44.331609,http://www.simcoediving.com,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling horizon,0,The Dive Academy,0,Oakville,CA,905-847-9595 ,ON,"1380 Speers Road, Unit 10",0,,info@thediveacademy.ca,,,-79.712682,43.422826,http://www.thediveacademy.ca/,[]
DC,,scubadiving freediving spearfishing snorkeling,0,Toronto Scuba Club,0,Toronto,CA,416-792-3484 ,ON,"101 Spadina Ave., Unit 1B",0,,dive@torontoscubacentre.com,,,-79.395003,43.646453,https://torontoscubacentre.com/,[]
DC,,mares_lab scubadiving xr freediving spearfishing snorkeling,0,TRAVEL SPORTS EQUIPMENT,0,LONDON,CA,519-434-2611 ,ON,67 WHARNCLIFFE RD N,0,,sales@travelsportsequipment.com,,,-81.262682,42.984,http://www.travelsportsequipment.com/,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,INNERSPACE DIVE & MARINE,0,PICKERING,CA,905-420-8331 ,ONTARIO,1848 LIVERPOOL ROAD,0,,innerspacediverssupply@gmail.com,,,-79.090623,43.836111,https://innerspacediverssupply.com/,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,ACTION SCUBA INC,0,POINT CLAIRE,CA,514-697-8878 ,QC,151A CARTIER,0,,info@actionscuba.com,,,-73.826711,45.437879,http://www.actionscuba.com,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,AQUA PLEIN AIR,0,STE-THERESE,CA,450-433-1294 ,QC,"80, BOUL. LABELLE",0,,info@aquapleinair.com,,,-73.828853,45.640147,http://xxx.aquapleinair.com,[]
DC,,scubadiving freediving spearfishing snorkeling,0,BOUTIQUE DU PLONGEUR,0,ST-DAVID DE FALARDEAU,CA,+1 418-818-2153 ,QC,1A CHEMIN DU LAC CACHE,0,,jeremie.laplante@plongeurdusaguenay.com,,,-71.055827,48.62072,https://www.plongeurdusaguenay.com,[]
DC,,mares_lab scubadiving xr freediving spearfishing snorkeling,0,PLONGEE C.P.A.S. INC.,0,MONTREAL,CA,514-529-6288 ,QC,4601 RUE IBERVILLE,0,,patrickmalu@hotmail.com,,,-73.568807,45.539102,http://www.plongee-cpas.com,[]
DC,,scubadiving freediving spearfishing snorkeling,0,PLONGEE LOUIS GUAY,0,SHANNON,CA,418-570-9118 ,QC,613 DES MELEZES,0,,info@plongeelouisguay.com,,,-71.505063,46.877189,https://plongeelouisguay.com/,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,Planet Scuba,0,Regina,CA,(306).586.4757 ,SK,1172 Albert Street,0,,info@planet-scuba.ca,,,-104.618348,50.460095,http://www.planet-scuba.ca,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,THE DIVING CENTER INC,0,SASKATOON,CA,306-652-9090 ,SK,#17-844 51ST E,0,,thedivingcenter@sasktel.com,,,-106.648323,52.173037,http://www.thedivingcenter.ca,[]
DC,,scubadiving,0,Dive Alaska,0,Anchorage,US,907-770-1778 ,AK,"7100 Old Seward Hwy, Ste A",99518,,info@divealaska.net,,,-149.865863,61.156369,https://divealaska.net/,[]
DC,,scubadiving,0,TEST THE WATERS,0,NORTH POLE,US,907-490-4444 ,AK,1511 RICHARDSON HWY,99705,,info@testthewaters.com,,,-147.551824,64.799534,https://www.testthewaters.com/,[]
DC,,scubadiving snorkeling,0,SCUBA VENTURES INC.,0,Vestavia Hills,US,205-822-2121 ,AL,610 Montgomery Hwy,35216,,marc@scubaventuresinc.com,,,-86.790625,33.449194,,[]
DC,,scubadiving,0,BEAVER DAM DIVE SHOP,0,EUREKA SPRINGS,US,479-253-9799 ,AR,11792 HWY 187,72631,,dave@damdiveshop.com,,,-93.835097,36.408638,https://www.damdiveshop.com/,[]
DC,,,0,BEAVER DAM DIVE SHOP & RESORT,0,EUREKA SPRING,US,479-253-9799 ,AR,11792 HWY 187,72631,,dave@damdiveshop.com,,,-93.835097,36.408638,https://www.damdiveshop.com/,[]
DC,,scubadiving,0,DIVE SHOP II,0,LITTLE ROCK,US,(501) 666-3483 ,AR,1222 WESTPARK DR.,72204,,littlerock@diveshop1.com,,,-92.353611,34.741147,http://www.diveshopii.com/diveshopii,[]
DC,,scubadiving,0,DIVING SERVICES CO,0,RUDY,US,479-789-0789 ,AR,11229 OLD 81 LOOP,0,,richard@divingservicesco.com,,,-94.260261,35.599796,https://divingservicesco.com/,[]
DC,,scubadiving,0,72 Aquatics,0,TUCSON,US,520-887-2822 ,AZ,3110 EAST FORT LOWELL ROAD,85716,,email@72aquatics.com,,,-110.926542,32.2648,https://www.72aquatics.com/,[]
DC,,,0,DIVENTURES ARIZONA LLC,0,PEORIA,US,602-314-6650 ,AZ,9299 W OLIVE AVE #816,85345,,phoenix@diventures.com,,,-112.258197,33.56297,https://www.diventures.com/locations/phoenix/,[]
DC,,scubadiving,0,EL MAR DIVING CENTER,0,MESA,US,480-833-2971 ,AZ,2245 WEST BROADWAY,85202,,elmar@elmar.com,,,-111.881097,33.407618,http://www.elmar.com,[]
DC,,scubadiving,0,FINS UP SCUBA,0,SCOTTSDALE,US,480-794-1109 ,AZ,6730 E MCDOWELL RD STE 103,85257,,info@fuscuba.com,,,-111.935575,33.466125,http://fuscuba.com/,[]
DC,,mares_lab scubadiving,0,NO LIMITS SCUBA,0,CHANDLER,US,480-625-0591 ,AZ,"3875 W RAY RD, STE 2",85226,,info@nolimitsscuba.com,,,-111.909013,33.318644,http://www.nolimitsscuba.com/,[]
DC,,scubadiving,0,ONLINE SCUBA,0,FORT MOHAVE,US,702-897-5111 ,AZ,4621 S. CALLE EL DORADO,86426,,Instructor@OnlineScuba.com,,,-114.597067,35.022591,http://www.onlinescuba.com/,[]
DC,,scubadiving,0,PHOENIX SCUBA,0,PHOENIX,US,602-374-3206 ,AZ,8502 N BLACK CANYON HWY,85051,,phoenixscuba@gmail.com,,,-112.115496,33.560675,http://www.phoenixscuba.net/,[]
DC,,scubadiving,0,"SAGUARO DIVING AND SPORTS, INC",0,MESA,US,480-507-3988 ,AZ,908 E IMPALA AVE,0,,info@saguaroscuba.com,,,-111.812247,33.383925,http://www.saguaroscuba.com/,[]
DC,,scubadiving,0,SUMMIT DIVERS & WATERSPORTS,0,FLAGSTAFF,US,520-556-8780 ,AZ,103 S. MILTON ROAD,86001,,info@summitdivers.com,,,-111.654024,35.197912,http://www.summitdivers.com,[]
DC,,mares_lab scubadiving,0,AQUA SAFARIS SCUBA CENTER,0,SANTA CRUZ,US,831-476-4386 ,CA,6896 A SOQUEL AVE,95062,,info@aquasafaris.com,,,-121.969201,36.982679,http://www.aquasafaris.com,[]
DC,,mares_lab scubadiving,0,AQUATIC DREAMS SCUBA CENTER,0,MODESTO,US,209-577-3483 ,CA,1212 KANSAS AVENUE,95351,,generalmail@aquaticdreams.com,,,-121.026472,37.645517,http://www.aquaticdreams.com,[]
DC,,mares_lab scubadiving horizon,0,BAMBOO REEF SCUBA DIVING CENTER,0,SAN FRANCISCO,US,415-362-6694 ,CA,584 FOURTH STREET,94107,,info@bambooreef.com,,,-122.396901,37.778463,http://www.bambooreef.com,[]
DC,,,0,BAMBOO REEF SCUBA DIVING CENTER,0,MONTEREY,US,831372-1685 ,CA,614 LIGHTHOUSE AVENUE #1008,93940,,info@bambooreef.com,,,-121.901708,36.613921,http://www.bambooreef.com,[]
DC,,,0,BEVERLY DIVE CENTER,0,MONTEREY PARK,US,213-820-9232 ,CA,2560 CORPORATE PLACE D106,91754,,OCEANTOSKIES@GMAIL.COM,,,-118.163443,34.045115,http://www.oceantoskies.com,[]
DC,,scubadiving horizon,0,BEYOND LAND ADVENTURES INC,0,SAN DIEGO,US,619-366 - 6266 ,CA,"3445 MIDWAY DR., STE G",92110,,info@beyondlandadventures.com,,,-117.213273,32.750346,https://www.beyondlandadventures.com/,[]
DC,,scubadiving,0,DiveCatalog.com,0,Irvine,US,888-701-4017 ,CA,"15 Hammond, Suite 308",92618,,contact@divecatalog.com,,,-117.702652,33.660008,https://www.divecatalog.com/,[]
DC,,mares_lab scubadiving,0,DIVER DAN'S,0,SANTA CLARA,US,408-984-5819 ,CA,2245 EL CAMINO REAL,95050,,INFO@DIVERDANS.COM,,,-121.963848,37.352808,http://www.diverdans.com,[]
DC,,mares_lab scubadiving,0,DOLPHIN SCUBA CENTER,0,SACRAMENTO,US,916-929-8188 ,CA,1530 EL CAMINO AVE.,95815,,info@dolphinscuba.com,,,-121.431384,38.610958,http://www.dolphinscuba.com/,[]
DC,,mares_lab scubadiving,0,ECO DIVE CENTER,0,West Los Angeles,US,310-398-5759 ,CA,4027 Sepulveda Blvd.,90230,,scuba@ecodivecenter.com,,,-118.413703,34.007822,http://www.ecodivecenter.com/,[]
DC,,scubadiving freediving spearfishing,0,FREEDIVE SHOP,0,SACRAMENTO,US,916-371-3410 ,CA,4674 DUCKHORN DRIVE,95834,,sales@freediveshop.com,,,-121.536013,38.654835,https://www.freediveshop.com/,[]
DC,,scubadiving,0,GEAR UP SCUBA,0,Chino,US,909-500-3898 ,CA,14582 Pipeline Avenue,91710,,help@gearupscuba.com,,,-117.715394,33.988037,https://gearupscuba.com/,[]
DC,,scubadiving,0,High Sierra Divers,0,Auburn,US,530-823-6757 ,CA,217 Palm Ave,95603,,info@hsdivers.com,,,-121.075221,38.908401,http://hsdivers.com,[]
DC,,scubadiving,0,HOLLYWOODIVERS,0,LOS ANGELES,US,323-969-9875 ,CA,3575 CAHUENGA BLVD # 104,90068,,info@hollywooddivers.com,,,-118.358432,34.133628,http://www.hollywooddivers.com,[]
DC,,scubadiving,0,HOUSE OF SCUBA,0,SAN DIEGO,US,858-581-2800 ,CA,"5141 SANTA FE ST, STE A",92109,,shop@houseofscuba.com,,,-117.225534,32.819595,http://www.houseofscuba.com/,[]
DC,,scubadiving,0,MARIN DIVING CENTER,0,SAN RAFAEL,US,415-479-4332 ,CA,3765 REDWOOD HWY,94903,,Info@mdcscuba.com,,,-122.53526,37.997587,http://www.marindivingcenter.com/,[]
DC,,,0,MONTEREY BAY DIVING,0,SAND CITY,US,831-642-9966 ,CA,625-C CALIFORNIA AVENUE,93955,,montereybaydiving@gmail.com,,,-121.849308,36.61389,http://www.montereybaydiving.com,[]
DC,,scubadiving,0,NORTH COUNTY SCUBA CENTER,0,Encintas,US,760-753-0036 ,CA,122 Encintas Blvd.,92024,,ncscubacenter@att.net,,,-117.289616,33.048874,http://www.ncscubacenter.com/,[]
DC,,mares_lab scubadiving,0,OCEAN ENTERPRISES,0,SAN DIEGO,US,858-565-6054 ,CA,"7710 Balboa Avenue, Suite 101",92111,,info@oceanenterprises.com,,,-117.157903,32.822209,http://www.oceanenterprises.com/,[]
DC,,scubadiving,0,Pacific Ocean Sports,0,Concord,US,925-687-5354 ,CA,"950 Detroit Ave, Ste E",94518,,Info@pacificoceansports.com,,,-122.026163,37.950919,http://www.pacificoceansports.com/,[]
DC,,,0,PACIFIC SCUBA DIVERS,0,SUNNYVALE,US,408-247-7702 ,CA,1179 EAST HOMESTEAD ROAD,94087,,info@pacificscubadivers.com,,,-121.997037,37.338141,http://www.pacificscubadivers.com,[]
DC,,scubadiving,0,SANTA BARBARA AQUATICS,0,GOLETA,US,805-967-4456 ,CA,5822 HOLLISTER AVE,93117,,info@santabarbaraaquatics.com,,,-119.827244,34.436042,https://www.santabarbaraaquatics.com/,[]
DC,,,0,Scuba Center of Temecula,0,Temecula,US,951-506-0252 ,CA,28860 Old Town Front St A9,92590,,info@scubatemecula.com,,,-117.143759,33.487025,https://www.scubatemecula.com/,[]
DC,,scubadiving,0,SCUBA CHOICE,0,Chino,US,909-643-5552 ,CA,14020 CENTRAL AVE SUITE 530,91710,,simon.aquaedge@gmail.com,,,-117.690875,33.999173,http://scuba-choice.com/,[]
DC,,,0,SCUBA SCHOOLS OF AMERICA,0,MONTCLAIR,US,909-621-4171 ,CA,4420 EAST HOLT AVE.,91763,,RUSTY@SCUBASCHOOLSOFAMERICA.COM,,,-117.708632,34.063435,https://scubaschoolsofamerica.com/,[]
DC,,scubadiving,0,Scuba.com,0,Costa Mesa,US,800-347-2822 ,CA,"1781 Newport Blvd, Suite A & B",92627,,info@scuba.com,,,-117.921468,33.639085,https://www.scuba.com/,[]
DC,,scubadiving,0,Sea Stallion Scuba,0,LAKE FOREST,US,949-699-3600 ,CA,"21098 BAKE PKWY, STE 108",92630,,info@seastallion.com,,,-117.701294,33.656118,https://www.seastallion.com/,[]
DC,,scubadiving,0,SEALS WATERSPORTS,0,SANTA ROSA,US,707-542-3100 ,CA,2112 ARMORY DRIVE,95401,,fun@sealswatersports.com,,,-122.72535,38.45838,https://www.sealswatersports.com/about,[]
DC,,mares_lab scubadiving,0,Sharky's Scuba & Swim,0,San Dimas,US,909-596-2505 ,CA,"490 W. Arrow Hwy, Suite F",91773,,staff@SharkysScubaSwim.com,,,-117.816195,34.102701,https://www.sharkysscubaswim.com/,[]
DC,,mares_lab scubadiving,0,SONOMA COAST DIVERS,0,ROHNERT PARK,US,707-586-0272 ,CA,5702 COMMERCE BLVD.,94928,,info@sonomacoastdivers.com,,,-122.712242,38.355868,https://www.sonomacoastdivers.com/,[]
DC,,,0,THE WAVES PROJECT,0,TEMECULA,US,951-308-0049 ,CA,42225 REMINGTON AVENUE A18,92590,,steve@wavesproject.com,,,-117.1797,33.515421,http://wavesproject.org,[]
DC,,scubadiving,0,Wideson American,0,Walnut,US,909-444-0781 ,CA,785 Pinefalls Ave,91789,,widesonusa@gmail.com,,,-117.848075,34.003172,http://www.asdscuba.com,[]
DC,,scubadiving,0,ZEN DIVE CO,0,Pasadena,US,1-866-ZEN-DIVE ,CA,"2020 Lincoln Avenue, Suite A",91103,,support@zendive.co,,,-118.159422,34.180487,https://www.zendive.co/,[]
DC,,mares_lab scubadiving,0,A-1 SCUBA & TRAVEL CENTER,0,Littleton,US,800-783-7282 ,CO,1603 W. Belleview Ave,80120,,divers@a1scuba.com,,,-105.007058,39.624495,http://www.a1scuba.com/,[]
DC,,scubadiving,0,CORAL KEY SCUBA & TRAVEL,0,ARVADA,US,303-431-5911 ,CO,6680 WADSWORTH BLVD,0,,Dive@coralkeyscuba.com,,,-105.080903,39.817991,https://www.coralkeyscuba.com/,[]
DC,,mares_lab scubadiving,0,DENVER DIVERS,0,DENVER,US,303-399-2877 ,CO,557 MILWAUKEE ST,80206,,scuba@denverdivers.com,,,-104.952529,39.725051,http://www.denverdivers.com,[]
DC,,scubadiving,0,"FLATIRONS SCUBA & TRAVEL, INC",0,BROOMFIELD,US,303-469-4477 ,CO,11965 MAIN STREET,80020,,Info@flatironsscuba.com,,,-105.07211,39.913507,http://www.flatironsscuba.com/,[]
DC,,scubadiving,0,HIGH PLAINS SCUBA,0,FORT COLLINS,US,970-493-8562 ,CO,115 W Harvard,80525,,hp@hpscuba.com,,,-105.078712,40.548481,http://www.highplainsscuba.com/,[]
DC,,mares_lab scubadiving,0,OCEAN FIRST DIVERS,0,BOULDER,US,303-444-7234 ,CO,3015 BLUFF STREET,80301,,info@oceanfirstdivers.com,,,-105.252853,40.027737,http://www.oceanfirstdivers.com,[]
DC,,mares_lab scubadiving,0,One World Dive and Travel,0,Greenwood Village,US,(303) 220-8282 ,CO,6860 S. Clinton CT. Suite M,80112,,dive@underwaterphantaseas.com,,,-104.878435,39.593143,http://www.underwaterphantaseas.com/index.shtml,[]
DC,,mares_lab scubadiving horizon,0,Underwater Connection,0,COLORADO SPRINGS,US,(719) 599-3483 ,CO,4940 Rusina Rd,80907,,info@uwcscuba.com,,,-104.829091,38.901797,https://www.uwcscuba.com/,[]
DC,,scubadiving,0,UNDERWATER PHANTASEAS,0,LAKEWOOD,US,303-988-6725 ,CO,160 SOUTH UNION BLVD,80228,,diver@uwphantaseas.com,,,-105.13246,39.71785,http://www.underwaterphantaseas.com,[]
DC,,mares_lab scubadiving,0,"WEAVER'S DIVE CENTER, INC.",0,BOULDER,US,303-499-8500 ,CO,637-V S. BROADWAY,80305,,steve@weaversdive.com,,,-105.249943,39.983145,http://www.weaversdive.com,[]
DC,,scubadiving,0,NEW ENGLAND DIVE CENTER,0,WALLINGFORD,US,203-284-1880 ,CT,1060 SOUTH COLONY RD,6492,,info@newenglanddive.com,,,-72.834496,41.432664,https://www.newenglanddive.com/,[]
DC,,scubadiving,0,BLUE HORIZONS DIVE CENTER,0,Wilmington,US,302-565-3483 ,DE,1812 Marsh Rd Unit 9,19317,,mail@bluehorizons.net,,,-75.505378,39.804417,http://www.bluehorizons.net,[]
DC,,scubadiving,0,POSEIDON ADVENTURES,0,NEWARK,US,(302)355-0642 ,DE,80 ALBE DR,19702,,scott@SharksGoneWild.com,,,-75.711753,39.649628,https://www.poseidonadventures.com,[]
DC,,mares_lab scubadiving,0,SCUBA WORLD,0,DOVER,US,(800) 861-3483 ,DE,4004-B S. DuPont Hwy,19901,,store@scubaworldinc.com,,,-75.541293,39.105193,http://www.scubaworldinc.com,[]
DC,,scubadiving,0,AMERICAN PRO DIVING CTR,0,CRYSTAL RIVER,US,(352) 563-0041 ,FL,821 SE HWY 19,34429,,ampro@americanprodiving.com,,,-82.583856,28.888438,http://www.americanprodiving.com,[]
DC,,mares_lab scubadiving freediving spearfishing snorkeling,0,AQUATIC OBSESSIONS,0,SAINT PETERSBURG,US,(727) 344-3483 ,FL,6193 CENTRAL AVE,33710,,captainbillhardman@gmail.com,,,-82.720097,27.770886,https://www.aodive.com,[]
DC,,scubadiving,0,AUSTIN'S DIVE CENTER,0,MIAMI,US,(305) 665-0636 ,FL,10525 SOUTH DIXIE HWY,33156,,Diving@austinsdive.com,,,-80.320285,25.672795,http://www.austins.com/,[]
DC,,scubadiving,0,BILL JACKSON'S,0,PINELLAS PARK,US,(727) 576-4169 ,FL,9501 US 19 NORTH,33782,,brian@billjacksons.com,,,-82.696528,27.857448,https://www.billjacksons.com,[]
DC,,mares_lab scubadiving xr freediving spearfishing snorkeling,0,CAPT PETE'S DIVING OUTFITTERS,0,Fort Myers,US,239-337-9564 ,FL,1413 Colonial Blvd,33907,,captainscuba@msn.com,,,-81.887663,26.597143,https://www.captpetes.com,[]
